ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
3857,Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,B
2302,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_7,B
3640,Male,Yes,57,Yes,Doctor,0.0,Average,2.0,Cat_4,B
975,Male,Yes,53,Yes,Artist,0.0,High,3.0,Cat_6,C
9133,Female,Yes,87,No,Lawyer,0.0,High,2.0,Cat_6,C
7376,Male,Yes,63,Yes,Artist,0.0,High,2.0,Cat_6,C
9486,Female,Yes,48,Yes,Artist,4.0,Average,3.0,Cat_6,C
4825,Male,Yes,56,Yes,Executive,0.0,High,2.0,Cat_6,D
3485,Female,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6,B
6074,Female,No,27,No,Engineer,1.0,Low,4.0,Cat_6,D
959,Female,Yes,62,No,Artist,1.0,Average,3.0,Cat_6,B
3313,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,D
1571,Male,Yes,30,No,Homemaker,1.0,Average,3.0,Cat_6,D
10585,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_6,B
7911,Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,D
8906,Female,Yes,39,Yes,Artist,14.0,Average,2.0,Cat_6,B
9066,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_6,A
3652,Female,Yes,38,No,Artist,1.0,Low,1.0,Cat_6,B
7249,Male,Yes,48,No,Entertainment,5.0,Average,2.0,Cat_2,C
669,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,B
6229,Female,No,26,No,Doctor,0.0,Low,1.0,Cat_6,D
7910,Male,Yes,63,Yes,Entertainment,,Average,2.0,Cat_6,C
9651,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,C
299,Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,D
10064,Male,Yes,61,Yes,Doctor,5.0,Low,3.0,Cat_6,D
4663,Male,Yes,66,Yes,Artist,1.0,Low,1.0,Cat_4,B
7104,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_3,B
4724,Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C
8104,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C
3134,Male,No,37,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
9854,Female,No,41,No,Marketing,1.0,Low,1.0,Cat_6,D
1405,Male,Yes,56,Yes,Executive,,High,9.0,Cat_6,B
7608,Male,No,33,No,Healthcare,1.0,Low,5.0,Cat_4,A
4748,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2276,Male,Yes,36,Yes,Engineer,1.0,Average,3.0,Cat_4,B
5392,Male,No,29,No,Entertainment,5.0,Low,1.0,Cat_6,D
7027,Female,No,31,Yes,Marketing,8.0,Low,,Cat_1,D
5336,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C
2076,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,B
3474,Male,,40,Yes,Artist,0.0,Low,2.0,Cat_3,B
8262,Female,No,40,Yes,Artist,5.0,Low,9.0,Cat_6,C
6789,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,A
7642,Male,Yes,60,Yes,Executive,0.0,Average,5.0,Cat_6,C
3988,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6,D
3736,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_7,C
7528,Female,Yes,32,No,Engineer,9.0,Low,4.0,Cat_6,D
7096,Male,Yes,52,Yes,Artist,0.0,Low,4.0,Cat_6,C
9185,Male,Yes,52,No,Entertainment,4.0,Average,5.0,Cat_6,C
928,Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,C
7216,Male,No,33,Yes,Entertainment,9.0,Low,4.0,Cat_3,C
8910,Female,No,37,Yes,Doctor,0.0,Low,1.0,Cat_6,D
136,Female,No,26,Yes,Artist,1.0,Low,5.0,Cat_6,A
6911,Male,Yes,69,Yes,Homemaker,1.0,High,2.0,Cat_6,B
5351,Male,Yes,71,No,Lawyer,0.0,Low,5.0,Cat_3,D
1314,Male,No,19,No,Healthcare,3.0,Low,5.0,Cat_6,D
7399,Male,,35,Yes,Artist,3.0,Average,2.0,Cat_6,C
3108,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,C
4132,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,A
2366,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_6,C
7498,Male,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_1,C
8925,Female,Yes,47,Yes,Artist,8.0,High,2.0,Cat_6,C
8453,Male,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,B
7811,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
8122,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,D
6209,Male,No,33,No,Doctor,1.0,Low,2.0,Cat_3,B
250,Female,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,A
6456,Male,No,25,No,Healthcare,4.0,Low,5.0,Cat_6,D
6363,Male,Yes,43,Yes,Engineer,,Average,4.0,Cat_7,A
96,Female,No,26,Yes,Entertainment,6.0,Low,2.0,Cat_6,D
7086,Female,No,25,Yes,Artist,,Low,1.0,Cat_6,B
692,Male,Yes,61,No,Entertainment,1.0,Low,1.0,Cat_2,A
997,Female,Yes,60,Yes,Executive,0.0,Low,2.0,Cat_6,B
2516,Female,Yes,45,Yes,Artist,8.0,Average,2.0,,B
6597,Male,Yes,33,No,Artist,1.0,Low,3.0,Cat_4,A
3006,Male,Yes,51,Yes,Artist,,High,3.0,Cat_6,A
10379,Male,Yes,62,No,Entertainment,8.0,Low,2.0,Cat_3,B
3944,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,C
52,Male,Yes,43,Yes,Artist,0.0,Low,1.0,Cat_6,B
6860,Male,Yes,46,No,Artist,4.0,High,4.0,Cat_6,C
7070,Male,Yes,87,Yes,Lawyer,3.0,Low,1.0,Cat_6,C
10522,Male,Yes,33,No,Executive,4.0,High,4.0,Cat_3,B
1552,Female,Yes,59,Yes,Artist,1.0,Average,2.0,Cat_5,B
1313,Male,Yes,62,No,Entertainment,1.0,Average,2.0,Cat_6,B
4824,Male,Yes,57,Yes,Doctor,5.0,Average,2.0,Cat_6,C
10321,Male,Yes,41,Yes,Entertainment,2.0,Low,2.0,Cat_4,C
10371,Male,Yes,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
10591,Male,Yes,45,No,Doctor,1.0,Average,3.0,Cat_6,B
1445,Male,Yes,43,No,Engineer,0.0,Low,1.0,Cat_6,D
624,Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,B
4612,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D
7705,Female,Yes,39,Yes,Homemaker,,Average,3.0,Cat_3,A
4382,Female,No,20,No,Healthcare,1.0,Low,,Cat_6,D
1782,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,B
5772,Female,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,B
3292,Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6,B
5584,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
6756,Female,No,32,No,Marketing,0.0,Low,4.0,Cat_6,A
3863,Female,Yes,32,No,,8.0,Low,1.0,Cat_6,D
8328,Male,No,23,No,Entertainment,1.0,Low,3.0,Cat_4,D
1386,Female,Yes,48,Yes,Artist,1.0,High,3.0,Cat_6,C
977,Female,Yes,33,Yes,Homemaker,0.0,High,2.0,Cat_3,C
8260,Female,,31,Yes,Doctor,1.0,Low,3.0,Cat_6,B
3690,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,C
4617,Male,Yes,41,No,Executive,6.0,High,3.0,Cat_4,A
6918,Female,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_6,C
2598,Male,No,22,No,Healthcare,0.0,Low,,Cat_6,D
8293,Female,Yes,73,Yes,Lawyer,,Low,5.0,Cat_1,A
9869,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,A
1675,Male,Yes,61,No,Artist,,Low,2.0,Cat_6,A
1112,Female,No,31,Yes,Artist,2.0,Low,,Cat_6,A
10598,Male,Yes,62,Yes,Artist,0.0,Low,2.0,Cat_6,A
6100,Female,No,38,Yes,Engineer,3.0,Low,1.0,Cat_2,B
374,Female,Yes,87,No,Entertainment,0.0,High,2.0,Cat_6,D
2654,Male,No,32,No,Healthcare,,Low,,Cat_5,A
5964,Female,Yes,27,Yes,Engineer,0.0,Average,4.0,Cat_7,A
4569,Female,No,22,No,Healthcare,1.0,Low,4.0,Cat_2,B
8002,Male,Yes,42,Yes,Executive,1.0,High,3.0,Cat_6,C
4374,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,C
1807,Male,Yes,70,No,Executive,,High,2.0,Cat_6,B
6572,Female,No,38,Yes,Artist,9.0,Low,2.0,Cat_6,D
9705,Male,No,36,Yes,Artist,13.0,Low,1.0,Cat_6,B
4681,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,A
4416,Female,No,39,No,Artist,1.0,Low,1.0,Cat_6,A
680,Male,Yes,28,No,Entertainment,0.0,Low,2.0,Cat_3,B
6339,Male,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_6,A
3987,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
7333,Male,Yes,32,Yes,Artist,5.0,Average,2.0,Cat_3,A
7355,Male,Yes,36,Yes,Doctor,9.0,Average,2.0,Cat_6,C
547,Female,No,30,Yes,Engineer,1.0,Low,3.0,Cat_6,D
481,Female,Yes,36,Yes,Homemaker,1.0,Average,3.0,Cat_3,D
6767,Female,Yes,40,No,Artist,0.0,Low,1.0,Cat_4,D
10169,Male,Yes,36,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
1977,Female,No,18,No,Healthcare,5.0,Low,,Cat_4,D
9022,Female,Yes,46,Yes,Entertainment,5.0,Low,2.0,Cat_6,A
6091,Male,No,43,Yes,Artist,0.0,Low,1.0,Cat_3,A
4553,Male,Yes,71,Yes,Artist,0.0,Average,4.0,Cat_6,C
10294,Male,Yes,66,No,Executive,6.0,Low,3.0,Cat_4,B
5980,Female,No,58,Yes,Engineer,1.0,Low,1.0,Cat_6,A
6122,Male,No,43,No,Engineer,1.0,Low,,Cat_6,D
3549,Female,No,27,Yes,Healthcare,4.0,Low,4.0,Cat_6,A
6512,Female,No,20,No,Healthcare,4.0,Low,4.0,Cat_6,D
3142,Male,Yes,35,Yes,Engineer,0.0,Low,2.0,Cat_6,B
4520,Female,Yes,55,Yes,Artist,1.0,Average,4.0,Cat_6,C
3104,Male,Yes,59,No,Executive,0.0,High,3.0,Cat_6,C
1025,Male,Yes,57,Yes,Doctor,,Low,1.0,Cat_6,A
1104,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,D
1269,Male,Yes,60,,,,Average,4.0,Cat_6,B
450,Female,No,33,Yes,Engineer,,Low,5.0,Cat_7,D
8440,Female,No,70,Yes,Artist,0.0,Low,2.0,Cat_6,B
8699,Female,No,32,Yes,Artist,,Low,1.0,Cat_6,A
5286,Female,Yes,73,Yes,Lawyer,3.0,Low,1.0,Cat_6,C
1045,Female,No,32,No,,0.0,Low,4.0,Cat_4,C
3154,Male,,28,Yes,Engineer,1.0,Low,2.0,Cat_4,B
7848,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,D
9109,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
2045,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,B
8621,Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_2,C
8644,Female,Yes,40,Yes,Artist,2.0,Low,1.0,Cat_6,B
9046,Female,No,32,No,Healthcare,7.0,Low,4.0,Cat_6,D
3915,Female,No,30,No,Doctor,1.0,Low,3.0,Cat_2,D
1347,Male,Yes,47,No,Entertainment,1.0,Average,5.0,Cat_6,C
9537,Female,Yes,60,Yes,Artist,1.0,Average,5.0,Cat_6,C
9888,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,C
10241,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,D
10275,Female,Yes,40,Yes,Homemaker,2.0,Average,2.0,Cat_3,C
6997,Male,Yes,23,No,Executive,1.0,High,9.0,Cat_6,A
5880,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
7627,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
1586,Male,Yes,62,No,Entertainment,1.0,Average,6.0,Cat_6,B
305,Female,No,20,No,Marketing,1.0,Low,2.0,Cat_3,D
10602,Male,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
7781,Male,Yes,50,Yes,Doctor,1.0,Average,4.0,Cat_6,C
4677,Male,No,27,No,Healthcare,0.0,Low,7.0,Cat_6,B
7858,Male,Yes,59,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
34,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,A
274,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_4,B
2065,Male,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
7294,Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,D
3355,Female,Yes,79,Yes,Lawyer,14.0,High,3.0,Cat_6,C
1111,Female,No,31,No,Healthcare,4.0,Low,3.0,Cat_6,A
9694,Male,No,50,No,Doctor,9.0,Low,3.0,Cat_6,D
3489,Female,Yes,79,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
3476,Male,Yes,31,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
1555,Male,Yes,83,No,Lawyer,8.0,High,2.0,Cat_6,B
7053,Female,No,42,Yes,Artist,2.0,Low,1.0,Cat_6,A
7985,Female,Yes,40,Yes,Artist,,Low,2.0,Cat_6,D
1546,Female,No,28,No,Artist,1.0,Low,5.0,Cat_1,A
2698,Female,No,45,Yes,Doctor,0.0,Low,1.0,Cat_6,A
5097,Female,Yes,49,Yes,Engineer,4.0,Average,,Cat_3,C
10287,Male,No,35,Yes,Artist,1.0,Low,2.0,Cat_3,A
6381,Male,No,33,No,Marketing,0.0,Low,3.0,Cat_3,D
6763,Male,No,29,Yes,Entertainment,8.0,Low,4.0,Cat_6,C
4417,Female,No,26,No,Homemaker,9.0,Low,,Cat_4,D
1611,Male,Yes,59,No,,5.0,High,2.0,Cat_6,B
5810,Male,Yes,45,No,Executive,1.0,High,3.0,Cat_6,C
10318,Female,No,25,No,Marketing,1.0,Low,4.0,Cat_4,B
5316,Male,Yes,50,Yes,Doctor,0.0,Average,2.0,Cat_6,B
1295,Female,Yes,39,No,Doctor,1.0,Average,9.0,Cat_4,A
6715,Female,No,20,No,Healthcare,0.0,Low,,Cat_6,D
8492,Male,Yes,40,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
8983,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,D
7199,Female,Yes,25,Yes,Homemaker,,High,2.0,Cat_6,B
2443,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,B
7652,Female,No,27,Yes,Engineer,9.0,Low,7.0,Cat_3,C
2445,Male,Yes,85,No,Lawyer,0.0,Low,1.0,Cat_6,D
1447,Female,No,38,No,Artist,4.0,Low,2.0,Cat_6,A
7017,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,D
3223,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,B
3302,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_4,D
9748,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
8905,Female,Yes,39,Yes,Homemaker,,High,2.0,Cat_6,A
3749,Male,No,22,No,Healthcare,,Low,5.0,Cat_4,D
7616,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
9398,Male,No,21,No,Healthcare,0.0,Low,,Cat_4,D
3326,Female,No,21,,Healthcare,3.0,Low,4.0,Cat_5,C
4086,Male,Yes,29,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
542,Female,Yes,49,Yes,Doctor,,High,3.0,Cat_6,B
10242,Male,No,43,Yes,Doctor,0.0,Low,,Cat_6,D
417,Male,Yes,26,No,Doctor,8.0,Average,2.0,Cat_6,D
4343,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
4774,Male,Yes,67,Yes,Doctor,1.0,Average,3.0,Cat_6,C
6631,Male,No,21,No,Healthcare,1.0,Low,6.0,Cat_4,D
8256,Female,No,49,Yes,Artist,,Low,1.0,Cat_6,D
5627,Female,Yes,36,No,Entertainment,1.0,Average,2.0,Cat_4,A
4804,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,A
4649,Male,Yes,84,No,Lawyer,1.0,Low,1.0,Cat_6,A
8056,Male,No,18,,Executive,,Low,5.0,Cat_4,A
7937,Male,Yes,40,No,Engineer,8.0,Low,1.0,Cat_6,A
3451,Male,No,31,Yes,Artist,1.0,Low,4.0,Cat_7,C
7963,Male,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_6,C
5090,Female,No,19,No,Healthcare,5.0,Low,5.0,Cat_2,D
4260,Female,No,28,No,Healthcare,1.0,Low,5.0,Cat_7,B
632,Male,Yes,38,Yes,Engineer,,Average,4.0,Cat_6,B
6781,Male,Yes,35,No,Marketing,1.0,Low,3.0,Cat_6,A
10339,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,A
3141,Male,No,20,No,Healthcare,2.0,Low,4.0,Cat_6,D
9742,Male,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
6773,Female,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_5,B
7678,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7,C
1815,Male,No,30,No,Doctor,0.0,Low,4.0,Cat_6,A
8354,Female,No,26,Yes,Healthcare,1.0,Low,7.0,Cat_2,B
10552,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D
6016,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
9181,Female,No,22,No,Entertainment,,Low,3.0,Cat_6,D
8389,Female,Yes,50,Yes,Artist,1.0,High,8.0,Cat_6,B
684,Male,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_3,B
10640,Male,Yes,86,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
7052,Female,No,32,Yes,Healthcare,,Low,3.0,Cat_6,C
4233,Male,Yes,40,Yes,Entertainment,9.0,Average,2.0,Cat_6,B
1585,Male,No,25,No,Entertainment,0.0,Low,3.0,Cat_6,A
3830,Female,No,28,Yes,Healthcare,5.0,Low,,Cat_6,D
956,Female,No,30,Yes,Doctor,10.0,Low,5.0,Cat_6,B
8011,Female,No,27,Yes,Doctor,0.0,Low,4.0,Cat_6,D
7175,Male,No,25,Yes,Entertainment,5.0,Low,2.0,Cat_3,A
9326,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
9538,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
1891,Male,Yes,42,Yes,Doctor,1.0,Low,,Cat_4,A
4405,Female,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_1,C
8754,Male,No,39,Yes,Entertainment,3.0,Low,2.0,Cat_1,A
1413,Male,Yes,25,Yes,Healthcare,9.0,Low,2.0,Cat_6,C
7472,Female,No,87,No,Lawyer,1.0,Low,2.0,Cat_6,A
9938,Female,Yes,37,No,Marketing,0.0,Low,4.0,Cat_6,D
2728,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,A
2094,Female,No,35,Yes,Artist,5.0,Low,1.0,Cat_6,A
7581,Female,Yes,33,No,Engineer,5.0,High,3.0,Cat_6,D
7861,Male,Yes,43,No,Entertainment,3.0,Low,,Cat_6,D
8070,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,A
3761,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_4,C
4546,Male,Yes,40,Yes,Artist,3.0,Average,4.0,Cat_3,C
1622,Male,Yes,72,Yes,Lawyer,3.0,High,2.0,Cat_6,C
1005,Male,Yes,53,No,Executive,8.0,High,2.0,Cat_6,D
9794,Female,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_6,B
1278,Male,Yes,58,Yes,Artist,0.0,Low,2.0,Cat_6,C
2335,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,A
1514,Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,B
4998,Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,D
5146,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_4,D
4680,Female,No,26,No,Doctor,1.0,Low,4.0,Cat_2,D
10536,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
6310,Male,No,18,No,Healthcare,7.0,Low,4.0,Cat_6,D
77,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,Cat_6,D
10526,Male,Yes,43,Yes,Homemaker,,Average,2.0,Cat_4,A
5906,Female,No,45,No,Marketing,0.0,Low,1.0,Cat_6,B
1264,Female,Yes,56,Yes,Executive,0.0,Average,2.0,Cat_6,C
9519,Female,,22,No,Healthcare,0.0,Low,6.0,Cat_2,D
641,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,B
9120,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_4,D
6771,Female,No,25,Yes,Marketing,8.0,Low,,Cat_1,D
8289,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
8619,Male,Yes,53,Yes,Executive,1.0,High,5.0,Cat_3,A
794,Female,,53,No,Artist,9.0,Low,2.0,Cat_6,B
111,Female,No,22,No,Healthcare,1.0,Low,2.0,Cat_6,D
2328,Male,Yes,51,Yes,,1.0,Low,2.0,Cat_6,D
1192,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_7,A
354,Male,Yes,29,Yes,Engineer,5.0,Low,2.0,Cat_4,A
10506,Male,No,53,No,Artist,1.0,Low,,Cat_4,A
2730,Male,Yes,68,No,Executive,0.0,High,2.0,Cat_4,D
2717,Female,Yes,67,Yes,Engineer,1.0,Low,1.0,Cat_6,A
2212,Male,Yes,25,Yes,Doctor,0.0,Average,2.0,Cat_6,A
9650,Female,No,27,Yes,Doctor,1.0,Low,4.0,Cat_4,B
7853,Male,Yes,49,Yes,Marketing,0.0,Low,5.0,Cat_6,D
8843,Female,No,21,No,Healthcare,8.0,Low,2.0,Cat_6,D
513,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,B
2507,Male,Yes,33,No,Artist,1.0,Average,2.0,Cat_4,B
4951,Male,No,19,No,Doctor,1.0,Low,2.0,Cat_4,D
9785,Male,No,27,No,Doctor,9.0,Low,4.0,Cat_6,D
631,Female,No,43,Yes,Engineer,9.0,Low,1.0,Cat_6,A
978,Female,No,39,No,Engineer,4.0,Low,,Cat_3,B
5786,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,A
8121,Female,Yes,48,No,,5.0,Average,7.0,Cat_4,C
8544,Male,No,26,Yes,Executive,9.0,Low,4.0,Cat_6,D
3442,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,C
1835,Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,B
4201,Female,Yes,76,Yes,Marketing,0.0,Low,2.0,Cat_6,B
9053,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_6,C
987,Female,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A
9230,Male,Yes,63,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
4629,Female,Yes,35,No,Engineer,1.0,Low,1.0,Cat_4,A
3372,Male,Yes,43,Yes,Executive,0.0,High,3.0,Cat_6,D
1749,Female,Yes,61,Yes,Artist,2.0,Average,2.0,Cat_6,C
5505,Male,Yes,80,Yes,Lawyer,,Low,1.0,Cat_6,D
6977,Male,No,20,,Healthcare,0.0,Low,3.0,Cat_6,D
1721,Female,Yes,41,Yes,Artist,7.0,Average,2.0,Cat_6,B
5630,Male,Yes,42,Yes,Artist,0.0,Average,4.0,Cat_4,A
8236,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_2,A
4665,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
2223,Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,C
1009,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,B
6023,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D
3842,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,A
5195,Male,No,26,Yes,Healthcare,5.0,Low,5.0,Cat_6,D
7846,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,A
1348,Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,Cat_6,C
3293,Female,Yes,69,No,Entertainment,1.0,Low,2.0,Cat_3,B
5058,Male,Yes,50,Yes,Artist,0.0,Low,1.0,Cat_6,B
1926,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
5219,Male,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,B
5360,Male,Yes,66,Yes,Executive,1.0,Low,2.0,Cat_6,A
1039,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D
10227,Male,Yes,61,Yes,Artist,3.0,Average,2.0,Cat_6,C
7377,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,C
6528,Female,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,C
8091,Male,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
6199,Male,No,20,No,Marketing,1.0,Low,3.0,Cat_4,D
2019,Male,No,19,No,Healthcare,,Low,5.0,Cat_2,D
1954,Female,,20,No,,,High,,Cat_3,D
1712,Male,Yes,61,Yes,,1.0,Average,3.0,Cat_6,D
4217,Male,No,30,No,Doctor,,Low,5.0,Cat_6,D
4878,Male,Yes,39,No,Doctor,1.0,Average,5.0,Cat_4,D
10365,Female,Yes,58,Yes,Artist,0.0,Average,5.0,Cat_6,C
1792,Female,Yes,43,No,Entertainment,14.0,Low,2.0,Cat_3,A
8624,Male,No,29,Yes,Artist,9.0,Low,3.0,Cat_6,A
7226,Male,Yes,62,Yes,Doctor,0.0,Average,2.0,Cat_6,C
9891,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6,A
148,Male,Yes,41,No,Doctor,1.0,Average,2.0,Cat_4,A
9485,Female,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C
8908,Male,Yes,42,No,Marketing,1.0,Low,3.0,Cat_6,A
9951,Female,Yes,47,Yes,Doctor,1.0,Average,4.0,Cat_6,C
3234,Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6,B
3187,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_6,D
9219,Male,Yes,58,Yes,Engineer,0.0,Low,1.0,Cat_6,D
5390,Female,Yes,43,Yes,Artist,,Average,4.0,Cat_2,B
9202,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
2637,Male,No,19,No,Healthcare,,Low,3.0,Cat_6,C
8731,Male,No,56,Yes,Artist,2.0,Low,1.0,Cat_6,B
4401,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6,C
5445,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
4064,Female,No,28,No,Healthcare,1.0,Low,2.0,Cat_4,A
8878,Female,Yes,43,Yes,Artist,,Average,2.0,Cat_6,B
4222,Male,Yes,59,Yes,Artist,1.0,Average,4.0,Cat_6,B
6202,Male,Yes,52,Yes,Artist,1.0,Low,1.0,Cat_6,D
